Modèle,État,Année-Modèle,Marque,Origine,Kilométrage,Première main,Nombre de portes,carburant,Ville,boite,puissance,price
Serie 1,Excellent,2018,BMW,WW au Maroc,124999.5,Non,5,Diesel,Casablanca,Manuelle,,147000.0
Octavia,Très bon,2020,Skoda,WW au Maroc,42499.5,Oui,5,Diesel,Casablanca,,6 CV,179000.0
Serie 5,Excellent,2014,BMW,WW au Maroc,184999.5,Oui,5,,Casablanca,Automatique,8 CV,268000.0
Serie 1,Excellent,2016,BMW,WW au Maroc,154999.5,,5,Diesel,Casablanca,Automatique,,226000.0
Qashqai,Excellent,2017,Nissan,WW au Maroc,144999.5,Oui,5,Diesel,Casablanca,,8 CV,232000.0
Touareg,Excellent,2021,Volkswagen,WW au Maroc,32499.5,Oui,5,Diesel,Fès,Manuelle,,176000.0
Astra,Excellent,2019,Opel,WW au Maroc,92499.5,Oui,5,Diesel,Casablanca,Manuelle,,169000.0
FIORINO,Très bon,2020,Fiat,WW au Maroc,72499.5,Oui,5,Diesel,Casablanca,Automatique,,785000.0
Kadjar,Très bon,2016,Renault,WW au Maroc,184999.5,Oui,5,Diesel,Casablanca,Automatique,,179000.0
GOLF 8,,2023,Volkswagen,,2499.5,,5,Diesel,Casablanca,,5 CV,117000.0
Autres,6,2022,Autres,WW au Maroc,27499.5,Non,5,Diesel,Casablanca,Manuelle,,163000.0
Transit,6,2018,Ford,WW au Maroc,92499.5,Oui,3,,Casablanca,Automatique,8 CV,500000.0
Laguna,Très bon,2001,Renault,Dédouanée,2499.5,Non,5,Diesel,Tanger,,6 CV,230000.0
i 30,Bon,2011,Hyundai,,2499.5,,,,Fès,Manuelle,9 CV,210000.0
3008,Très bon,2018,Peugeot,WW au Maroc,104999.5,Oui,5,Diesel,Tanger,,7 CV,58000.0
Q3,Très bon,2015,Audi,WW au Maroc,92499.5,Oui,5,,Casablanca,Manuelle,6 CV,78000.0
TIPO,Excellent,2019,Fiat,WW au Maroc,104999.5,Oui,5,,Casablanca,Automatique,8 CV,226000.0
Serie 5,6,2017,BMW,WW au Maroc,82499.5,Oui,5,Diesel,Casablanca,,8 CV,274000.0
a5_sportback,Excellent,2019,Audi,WW au Maroc,114999.5,Oui,5,,Casablanca,Manuelle,5 CV,116500.0
Renegade,Excellent,2018,Jeep,WW au Maroc,124999.5,Oui,5,Diesel,Casablanca,Automatique,,340000.0
TIPO,,2019,Fiat,,82499.5,,,,Casablanca,Automatique,8 CV,334000.0
Touran,,2012,Volkswagen,Dédouanée,164999.5,,,Diesel,Casablanca,Automatique,,203000.0
GOLF 7,Excellent,2017,Volkswagen,WW au Maroc,164999.5,,5,,Casablanca,Manuelle,6 CV,123000.0
Picanto,Excellent,2019,Kia,WW au Maroc,37499.5,Oui,5,Diesel,Béni Mellal,Automatique,,150000.0
Picanto,,2019,Kia,,67499.5,,,Diesel,Temara,Automatique,,180000.0
Logan,Excellent,2009,Dacia,WW au Maroc,194999.5,Non,5,Essence,Casablanca,Manuelle,,99000.0
S60,Très bon,2008,Volvo,WW au Maroc,194999.5,Non,5,Essence,Casablanca,Manuelle,,92000.0
Tribeca,Excellent,2009,Subaru,WW au Maroc,194999.5,Non,5,Diesel,Casablanca,Manuelle,,49000.0
CR-V,,2017,Honda,WW au Maroc,164999.5,Oui,5,Diesel,Rabat,Manuelle,,75000.0
Serie 3,Excellent,2016,BMW,Importée neuve,124999.5,,5,Essence,Temara,,21 CV,60000.0
Clio,6,2018,Renault,WW au Maroc,97499.5,Oui,5,Diesel,Marrakech,,6 CV,169000.0
Logan,Très bon,2019,Dacia,WW au Maroc,82499.5,Oui,5,Diesel,Casablanca,,8 CV,254000.0
407,Excellent,2007,Peugeot,WW au Maroc,184999.5,Oui,5,Diesel,Marrakech,,6 CV,99000.0
Serie 3,Très bon,2008,BMW,Dédouanée,224999.5,Non,5,,Essaouira,Manuelle,6 CV,90000.0
IGNIS,Correct,2005,Suzuki,WW au Maroc,2499.5,Non,5,Essence,Marrakech,Manuelle,,39000.0
FX35,Excellent,2019,Infiniti,WW au Maroc,72499.5,Oui,5,Diesel,Casablanca,,8 CV,87000.0
i 20,Très bon,2013,Hyundai,WW au Maroc,2499.5,Non,5,Essence,Mohammedia,Manuelle,,38000.0
Logan,Bon,2010,Dacia,Importée neuve,224999.5,Oui,3,Diesel,Casablanca,Automatique,,249000.0
Polo,Excellent,2011,Volkswagen,WW au Maroc,164999.5,,5,,Tanger,Manuelle,6 CV,77000.0
Tucson,Bon,2010,Hyundai,WW au Maroc,424999.5,Non,5,Diesel,Berrechid,Manuelle,,58000.0
Clio,Très bon,1991,Renault,Dédouanée,92499.5,,,,Salé,Manuelle,6 CV,76000.0
Classe C,,2015,Mercedes-Benz,Dédouanée,154999.5,,5,Diesel,Casablanca,Manuelle,,74000.0
407 SW,Bon,2008,Peugeot,WW au Maroc,324999.5,Non,,,Meknès,Manuelle,6 CV,27000.0
Classe C,,1988,Mercedes-Benz,Dédouanée,224999.5,,5,Diesel,Nador,Automatique,,340000.0
Classe C,,1998,Mercedes-Benz,Dédouanée,224999.5,,5,,Marrakech,Manuelle,8 CV,60000.0
Qashqai,Très bon,2018,Nissan,WW au Maroc,92499.5,Non,5,,Nador,Manuelle,9 CV,85000.0
Serie 5,,2007,BMW,Dédouanée,194999.5,,5,Diesel,Nador,Automatique,,85000.0
Clio,Très bon,2017,Renault,WW au Maroc,104999.5,Non,5,Diesel,Marrakech,,6 CV,208000.0
Classe C,,2002,Mercedes-Benz,Dédouanée,194999.5,,5,Diesel,Nador,Automatique,,119000.0
GOLF 7,,2017,Volkswagen,Dédouanée,97499.5,,5,Diesel,Tétouan,,6 CV,118000.0
208,Très bon,2018,Peugeot,WW au Maroc,104999.5,,5,,Nador,Automatique,9 CV,98000.0
Classe C,,2012,Mercedes-Benz,Dédouanée,134999.5,,5,Diesel,Nador,,9 CV,340000.0
Focus,Très bon,2015,Ford,WW au Maroc,134999.5,,5,Diesel,Fès,,6 CV,119000.0
A3,,2017,Audi,Dédouanée,124999.5,,5,,Nador,Automatique,9 CV,255000.0
407,Excellent,2007,Peugeot,Importée neuve,194999.5,Non,5,Diesel,Marrakech,,6 CV,139000.0
Classe C,,2007,Mercedes-Benz,Dédouanée,194999.5,,5,Diesel,Nador,Automatique,,335000.0
sandero_stepway,Excellent,2019,Dacia,WW au Maroc,77499.5,,5,Diesel,Tanger,Manuelle,,72000.0
Classe A,,2014,Mercedes-Benz,Dédouanée,77499.5,,5,Diesel,Nador,Automatique,,155000.0
Logan,6,2022,Dacia,WW au Maroc,12499.5,Oui,5,,Casablanca,Manuelle,6 CV,122000.0
405,Bon,1992,Peugeot,WW au Maroc,224999.5,,5,Essence,Nador,,11 CV,325000.0
Classe C,,2008,Mercedes-Benz,Dédouanée,194999.5,,5,,Casablanca,Manuelle,6 CV,138000.0
Grand Cherokee,Excellent,2018,Jeep,,62499.5,Oui,5,,Béni Mellal,Manuelle,7 CV,26000.0
GOLF 7,Très bon,2014,Volkswagen,Dédouanée,2499.5,Non,5,,Nador,Automatique,9 CV,165000.0
STAVIC,Très bon,2016,Ssangyong,WW au Maroc,274999.5,Non,5,Diesel,Casablanca,,12 CV,280000.0
Twingo,Très bon,1995,Renault,Importée neuve,22499.5,Non,3,Diesel,Casablanca,,8 CV,195000.0
Kadjar,Très bon,2020,Renault,WW au Maroc,72499.5,,5,Diesel,Marrakech,Manuelle,,90000.0
Range Rover Sport,Très bon,2015,Land Rover,WW au Maroc,164999.5,Non,5,Essence,Tétouan,Manuelle,,24000.0
Tiguan,Excellent,2017,Volkswagen,Importée neuve,134999.5,Non,5,Diesel,Casablanca,Manuelle,,174000.0
Kyron,,2011,Ssangyong,WW au Maroc,144999.5,,5,Diesel,Marrakech,Automatique,,360000.0
308 CC,Excellent,2019,Peugeot,WW au Maroc,42499.5,Non,5,,Tétouan,Automatique,10 CV,382000.0
Panda,Très bon,2012,Fiat,WW au Maroc,144999.5,Oui,5,Diesel,Casablanca,Manuelle,,73000.0
Logan,Excellent,2017,Dacia,WW au Maroc,92499.5,Non,5,Diesel,Casablanca,Manuelle,,153900.0
Civic,Très bon,2007,Honda,WW au Maroc,194999.5,,5,,Kénitra,Manuelle,6 CV,58000.0
Optra,Bon,2007,Chevrolet,WW au Maroc,154999.5,Non,5,Essence,Laâyoune,Manuelle,,82000.0
Polo,Bon,2013,Volkswagen,WW au Maroc,224999.5,Non,5,,Salé,Automatique,10 CV,68000.0
Tiguan,Excellent,2016,Volkswagen,Dédouanée,194999.5,Oui,,,Berrechid,Manuelle,9 CV,40000.0
Santa Fe,,2011,Hyundai,,224999.5,,,Essence,Agadir,Manuelle,,85000.0
Astra,Très bon,2011,Opel,,134999.5,,,Diesel,Oujda,Automatique,,369000.0
207 SW,Excellent,2007,Peugeot,WW au Maroc,2499.5,Non,5,,Oujda,Automatique,9 CV,113000.0
Q5,Excellent,2011,Audi,Importée neuve,194999.5,,,,Oujda,Manuelle,6 CV,99000.0
Fluence,Très bon,2015,Renault,,134999.5,,,,Kénitra,Manuelle,8 CV,57000.0
DS 5,Très bon,2014,Citroen,,154999.5,,,,Oujda,Automatique,8 CV,212000.0
Insignia,Très bon,2011,Opel,,224999.5,,,,Oujda,Automatique,6 CV,135000.0
Partner,Très bon,2014,Peugeot,Importée neuve,184999.5,,5,Diesel,Oujda,,8 CV,159000.0
S90,Excellent,2018,Volvo,WW au Maroc,224999.5,Non,5,Diesel,Fès,Automatique,,90000.0
Jazz,Très bon,2015,Honda,WW au Maroc,42499.5,Non,5,,Oujda,Manuelle,6 CV,97000.0
Q3,Excellent,2021,Audi,WW au Maroc,27499.5,,5,,Temara,Automatique,8 CV,250000.0
FIORINO,Très bon,2019,Fiat,WW au Maroc,104999.5,Non,5,Essence,Casablanca,,7 CV,95000.0
407,Très bon,2004,Peugeot,Dédouanée,124999.5,Non,5,,Tanger,Automatique,8 CV,400000.0
Logan,Très bon,2017,Dacia,WW au Maroc,2499.5,Oui,5,,Tanger,Manuelle,6 CV,95000.0
Kangoo,Très bon,2012,Renault,WW au Maroc,2499.5,Non,5,Diesel,Casablanca,Manuelle,,52000.0
Touran,Bon,2016,Volkswagen,Dédouanée,184999.5,Non,5,Diesel,Fès,Manuelle,,71000.0
Kadjar,Très bon,2017,Renault,WW au Maroc,92499.5,Oui,5,,Fès,Manuelle,6 CV,64000.0
cooper,Bon,2010,mini,Dédouanée,104999.5,,3,,Tanger,Automatique,8 CV,255000.0
Touareg,Très bon,2015,Volkswagen,WW au Maroc,224999.5,Oui,5,,Rabat,Manuelle,6 CV,168000.0
3008,Excellent,2019,Peugeot,WW au Maroc,97499.5,,5,,Rabat,Automatique,6 CV,85000.0
190,Excellent,1992,Mercedes-Benz,Dédouanée,324999.5,Non,3,,Casablanca,Automatique,12 CV,157000.0
2008,6,2016,Peugeot,WW au Maroc,134999.5,Oui,5,Diesel,Fès,Automatique,,282000.0
Qashqai,Très bon,2016,Nissan,WW au Maroc,134999.5,Oui,5,Diesel,Fès,Manuelle,,60000.0
Superb,Excellent,2018,Skoda,WW au Maroc,82499.5,Oui,5,Diesel,Fès,Manuelle,,139000.0
Touareg,6,2010,Volkswagen,WW au Maroc,184999.5,Oui,5,Diesel,Rabat,Manuelle,,172000.0
Leon,6,2018,Seat,WW au Maroc,87499.5,Non,5,Diesel,Casablanca,,8 CV,192000.0
A3,Très bon,2008,Audi,,194999.5,,,Diesel,Fès,Automatique,,96000.0
Tiguan,Excellent,2019,Volkswagen,WW au Maroc,67499.5,Oui,5,,Fès,Manuelle,6 CV,148000.0
Rio,Très bon,2018,Kia,WW au Maroc,72499.5,Non,5,Diesel,Meknès,,8 CV,94900.0
super_ace,6,2022,77,WW au Maroc,12499.5,Oui,3,Diesel,Casablanca,Automatique,,277000.0
308,Bon,2008,Peugeot,,224999.5,,5,Diesel,Fès,,6 CV,105000.0
Doblo,6,2018,Fiat,WW au Maroc,154999.5,Oui,5,,Casablanca,Manuelle,6 CV,110000.0
Clio,Excellent,2019,Renault,WW au Maroc,134999.5,Oui,5,Diesel,Kénitra,Manuelle,,78000.0
Soul,Très bon,2010,Kia,WW au Maroc,144999.5,,5,,Casablanca,Manuelle,6 CV,90000.0
Kangoo,Excellent,2011,Renault,WW au Maroc,154999.5,Oui,3,Diesel,Casablanca,,6 CV,115000.0
Duster,Très bon,2019,Dacia,WW au Maroc,72499.5,Oui,5,,Rabat,Manuelle,8 CV,69000.0
Tiguan,Bon,2012,Volkswagen,Dédouanée,164999.5,Non,5,Diesel,Mohammedia,Manuelle,,77000.0
Civic,,2008,Honda,WW au Maroc,274999.5,Non,5,Diesel,Casablanca,,6 CV,175000.0
TIPO,,2019,Fiat,,87499.5,,,Diesel,Tanger,Automatique,,215000.0
Hilux,Bon,2003,Toyota,WW au Maroc,Plus de 500 000,Non,3,,Casablanca,Manuelle,8 CV,75000.0
Touareg,Excellent,2020,Volkswagen,WW au Maroc,57499.5,,5,Diesel,Casablanca,nan,,129000.0
SAXO,Très bon,2000,Citroen,WW au Maroc,47499.5,Non,5,,Bouskoura,Manuelle,10 CV,55000.0
TIPO,,2019,Fiat,,92499.5,,,,Casablanca,Automatique,12 CV,330000.0
Gol,Bon,2005,Volkswagen,,224999.5,,5,Essence,Temara,Manuelle,,35000.0
Corsa,6,2020,Opel,WW au Maroc,42499.5,Oui,5,Diesel,Casablanca,nan,,133000.0
Range Rover Evoque,Très bon,2019,Land Rover,WW au Maroc,144999.5,Oui,5,Essence,Meknès,,6 CV,35000.0
X3,Excellent,2015,BMW,WW au Maroc,72499.5,Oui,5,,Casablanca,Manuelle,6 CV,165000.0
Santa Fe,Très bon,2010,Hyundai,WW au Maroc,154999.5,Oui,,Diesel,Casablanca,Automatique,,350000.0
208,Bon,2018,Peugeot,WW au Maroc,144999.5,Non,5,Diesel,Casablanca,,8 CV,230000.0
Megane,6,2017,Renault,WW au Maroc,154999.5,Non,5,,Casablanca,Manuelle,9 CV,85000.0
3008,Excellent,2019,Peugeot,WW au Maroc,97499.5,,5,Diesel,Fès,Manuelle,,112000.0
Range Rover Evoque,Très bon,2017,Land Rover,Importée neuve,92499.5,Oui,5,Diesel,Fès,Manuelle,,143000.0
Classe C,Excellent,2012,Mercedes-Benz,Importée neuve,174999.5,Non,3,Diesel,Fès,Automatique,,240000.0
Insignia,Excellent,2011,Opel,,174999.5,Non,,,Kénitra,Automatique,8 CV,330000.0
A4,Bon,1996,Audi,Dédouanée,224999.5,Non,5,Diesel,Settat,,9 CV,189000.0
Macan,Excellent,2018,Porsche,WW au Maroc,92499.5,Oui,5,Diesel,Casablanca,,8 CV,100000.0
X1,6,2010,BMW,WW au Maroc,184999.5,Oui,5,Diesel,Kénitra,,8 CV,65000.0
fullback,Excellent,2019,Fiat,WW au Maroc,52499.5,,5,Diesel,Fès,Automatique,,550000.0
3008,Excellent,2018,Peugeot,WW au Maroc,82499.5,Non,5,Diesel,Fès,,8 CV,145000.0
Megane 3,Bon,2011,Renault,WW au Maroc,274999.5,Non,5,,Casablanca,Manuelle,10 CV,121000.0
GOLF 7,Excellent,2016,Volkswagen,Dédouanée,154999.5,,5,,Casablanca,Automatique,8 CV,218000.0
C5,Bon,2010,Citroen,WW au Maroc,104999.5,Non,5,Diesel,Rabat,,7 CV,92000.0
Duster,,2019,Dacia,,62499.5,,,Diesel,Marrakech,Manuelle,,198000.0
Kangoo,Excellent,2019,Renault,WW au Maroc,87499.5,Non,5,Diesel,Khouribga,Manuelle,,75000.0
C3,Excellent,2011,Citroen,WW au Maroc,164999.5,Oui,5,Diesel,Casablanca,Manuelle,,158000.0
country man,Bon,2015,mini,,104999.5,,5,,Casablanca,Manuelle,6 CV,125000.0
Clio,Bon,1991,Renault,Dédouanée,224999.5,Non,5,,Agadir,Manuelle,6 CV,80000.0
Ibiza,Très bon,2008,Seat,WW au Maroc,124999.5,Non,5,,Casablanca,Automatique,8 CV,175000.0
Classe B,Bon,2013,Mercedes-Benz,Dédouanée,224999.5,Non,5,Essence,Salé,,8 CV,24000.0
Caddy,Excellent,2019,Volkswagen,WW au Maroc,114999.5,Non,5,Essence,Tanger,,7 CV,62000.0
308,Très bon,2018,Peugeot,WW au Maroc,104999.5,Non,5,,Rabat,Automatique,7 CV,149000.0
FIORINO,Excellent,2018,Fiat,WW au Maroc,92499.5,Oui,5,Diesel,Fès,Manuelle,,165000.0
A4,Excellent,2017,Audi,WW au Maroc,124999.5,Oui,5,Diesel,Fès,,6 CV,135000.0
FX50,6,2018,Infiniti,WW au Maroc,62499.5,Non,5,Diesel,Fès,Manuelle,,98000.0
508,Excellent,2018,Peugeot,WW au Maroc,134999.5,Non,5,,Fès,Automatique,8 CV,265000.0
Classe E,Excellent,2018,Mercedes-Benz,WW au Maroc,104999.5,Non,5,Diesel,Fès,Automatique,,230000.0
K01,Excellent,2019,DFSK,WW au Maroc,22499.5,Non,3,,Fès,Automatique,8 CV,179000.0
A6,Très bon,2013,Audi,WW au Maroc,154999.5,Non,5,Diesel,Casablanca,Automatique,,315000.0
Serie 5,Bon,2014,BMW,WW au Maroc,184999.5,Non,5,Essence,Casablanca,,6 CV,74000.0
3008,Très bon,2019,Peugeot,WW au Maroc,82499.5,Oui,5,,Casablanca,Automatique,8 CV,156000.0
pajero sport,6,2019,Mitsubishi,WW au Maroc,97499.5,Non,5,Diesel,Tanger,,11 CV,245000.0
Dokker,Excellent,2020,Dacia,WW au Maroc,104999.5,Non,5,Diesel,Tanger,Automatique,,275000.0
Octavia,Bon,2017,Skoda,WW au Maroc,174999.5,Non,5,Diesel,Fès,Manuelle,,215000.0
sq5,Excellent,2021,Audi,Importée neuve,37499.5,Non,5,Diesel,Casablanca,Manuelle,,118000.0
EVALIA,Bon,2018,Nissan,WW au Maroc,104999.5,Oui,5,,Tanger,Automatique,8 CV,158000.0
Clio,Très bon,2022,Renault,WW au Maroc,22499.5,Oui,5,Diesel,Tanger,,12 CV,830000.0
Caddy,Excellent,2019,Volkswagen,WW au Maroc,97499.5,,5,,Kénitra,Manuelle,6 CV,113000.0
Kuga,Très bon,2017,Ford,WW au Maroc,104999.5,Oui,5,,Tétouan,Manuelle,6 CV,165000.0
Ypsilon,Bon,2012,lancia,WW au Maroc,72499.5,Non,5,Diesel,Fès,Manuelle,,170000.0
Mustang,Excellent,2020,Ford,Dédouanée,52499.5,Oui,3,,Tanger,Manuelle,8 CV,178000.0
TIPO,,2019,Fiat,,82499.5,,,Diesel,Tanger,Manuelle,,88000.0
Dokker,Bon,2019,Dacia,WW au Maroc,114999.5,Non,5,,Tanger,Automatique,13 CV,350000.0
Serie 3 GT,Bon,2013,BMW,Importée neuve,224999.5,Non,5,Diesel,Casablanca,nan,,125000.0
Classe CLA,Très bon,2015,Mercedes-Benz,WW au Maroc,194999.5,Non,5,Diesel,Tanger,,6 CV,94000.0
Tiguan,Excellent,2017,Volkswagen,Importée neuve,184999.5,Oui,5,,Tanger,Automatique,8 CV,210000.0
XF,6,2017,Jaguar,WW au Maroc,104999.5,,5,Diesel,Tanger,,9 CV,219000.0
3,Très bon,2012,Mazda,WW au Maroc,194999.5,Oui,5,Diesel,Casablanca,,8 CV,370000.0
L200,Très bon,2021,Mitsubishi,WW au Maroc,114999.5,Oui,5,,Casablanca,Automatique,8 CV,265000.0
Sandero,Excellent,2018,Dacia,WW au Maroc,92499.5,Oui,5,,Rabat,Manuelle,8 CV,103000.0
Clio,Très bon,1992,Renault,Dédouanée,2499.5,Non,5,Diesel,Casablanca,,10 CV,175000.0
MOKKA,Très bon,2019,Opel,WW au Maroc,72499.5,Oui,5,Essence,Casablanca,Manuelle,,81000.0
Accent,Très bon,2019,Hyundai,WW au Maroc,62499.5,Oui,5,,Tanger,Manuelle,6 CV,24000.0
Cayenne,Excellent,2017,Porsche,Importée neuve,174999.5,Non,5,,Casablanca,Automatique,6 CV,185000.0
C3,Très bon,2019,Citroen,WW au Maroc,62499.5,Oui,5,Diesel,Casablanca,Automatique,,139000.0
GOLF 7,Très bon,2017,Volkswagen,WW au Maroc,134999.5,Non,5,Diesel,Rabat,Automatique,,540000.0
Macan,Excellent,2016,Porsche,Importée neuve,104999.5,Oui,5,,Casablanca,Manuelle,6 CV,125000.0
Range Rover Sport,Très bon,2012,Land Rover,WW au Maroc,184999.5,Non,5,,Salé,Automatique,8 CV,170000.0
Elantra,6,2019,Hyundai,WW au Maroc,72499.5,Oui,5,Essence,Marrakech,,24 CV,900000.0
Tiguan,Très bon,2019,Volkswagen,Dédouanée,174999.5,Non,5,Diesel,Casablanca,,11 CV,128000.0
Dokker,,2021,Dacia,WW au Maroc,82499.5,Oui,5,Diesel,Fès,,6 CV,168000.0
Touareg,Très bon,2013,Volkswagen,WW au Maroc,184999.5,,5,Diesel,Tanger,Automatique,,362000.0
Duster,Excellent,2019,Dacia,WW au Maroc,37499.5,Oui,5,Diesel,Casablanca,,6 CV,138000.0
3008,Très bon,2017,Peugeot,WW au Maroc,97499.5,Non,5,Diesel,Kénitra,Automatique,,157000.0
A4,Très bon,2011,Audi,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,Manuelle,,158000.0
Focus,Bon,2015,Ford,WW au Maroc,154999.5,Non,5,Diesel,Kénitra,Automatique,,215000.0
Megane,Très bon,2017,Renault,WW au Maroc,82499.5,Non,5,,Casablanca,Manuelle,8 CV,123000.0
Duster,Très bon,2020,Dacia,WW au Maroc,72499.5,Oui,5,Diesel,Kénitra,Manuelle,,137000.0
X5,Très bon,2013,BMW,Dédouanée,194999.5,,5,Diesel,Tanger,Automatique,,158000.0
Classe GLE,Très bon,2017,Mercedes-Benz,WW au Maroc,124999.5,,5,Diesel,Kénitra,,6 CV,157000.0
Yaris,6,2018,Toyota,WW au Maroc,47499.5,,5,Diesel,Kénitra,,12 CV,167000.0
Doblo,Bon,2015,Fiat,WW au Maroc,2499.5,Oui,5,Diesel,Marrakech,,12 CV,560000.0
Q3,6,2022,Audi,Importée neuve,2499.5,Oui,5,,Marrakech,Manuelle,6 CV,105000.0
Tucson,Très bon,2017,Hyundai,WW au Maroc,104999.5,Oui,5,Diesel,Marrakech,Manuelle,,60000.0
Picanto,Excellent,2012,Kia,WW au Maroc,92499.5,Non,5,,Tanger,Automatique,8 CV,700000.0
Scenic,Très bon,2014,Renault,WW au Maroc,194999.5,Oui,5,Diesel,Kénitra,,7 CV,247000.0
500,6,2017,Fiat,WW au Maroc,17499.5,Non,5,Essence,Marrakech,,6 CV,81000.0
Clio,Très bon,2021,Renault,WW au Maroc,62499.5,Oui,5,Diesel,Casablanca,Manuelle,,107000.0
Dokker,Très bon,2020,Dacia,WW au Maroc,82499.5,Oui,5,Essence,Tanger,,6 CV,132000.0
208,6,2018,Peugeot,WW au Maroc,22499.5,Oui,5,,Tanger,Automatique,6 CV,145000.0
Insignia,Excellent,2012,Opel,WW au Maroc,154999.5,Non,5,Diesel,Tanger,Manuelle,,119000.0
Classe C,6,2015,Mercedes-Benz,Dédouanée,164999.5,Oui,5,Diesel,Tanger,Manuelle,,163000.0
Tiguan,Très bon,2012,Volkswagen,Dédouanée,154999.5,Oui,5,Diesel,Fès,,8 CV,98000.0
Range Rover Sport,Très bon,2017,Land Rover,WW au Maroc,144999.5,Non,5,Diesel,Casablanca,Automatique,,285000.0
sandero_stepway,,2019,Dacia,,72499.5,,,Diesel,Meknès,Manuelle,,185000.0
Picanto,,2019,Kia,,67499.5,,,Diesel,Marrakech,,12 CV,390000.0
Logan,6,2022,Dacia,WW au Maroc,37499.5,Oui,5,Diesel,Casablanca,nan,,114000.0
Clio,Bon,2018,Renault,WW au Maroc,104999.5,Non,5,,Casablanca,Manuelle,6 CV,92000.0
Clio,Bon,2017,Renault,WW au Maroc,92499.5,Non,5,Essence,Tanger,,6 CV,147000.0
A6,Bon,2007,Audi,Importée neuve,224999.5,Non,5,Diesel,Fès,,7 CV,112000.0
Range Rover Sport,Excellent,2014,Land Rover,WW au Maroc,174999.5,Oui,5,,Kénitra,Manuelle,6 CV,103000.0
ix 35,Excellent,2014,Hyundai,WW au Maroc,114999.5,Non,5,,Tanger,Automatique,12 CV,68000.0
land_cruiser_prado,Excellent,2015,Toyota,WW au Maroc,184999.5,Non,,,Casablanca,Automatique,12 CV,325000.0
GOLF 7,Très bon,2018,Volkswagen,Importée neuve,144999.5,Non,5,,Casablanca,Automatique,8 CV,143000.0
CC,Excellent,2015,Volkswagen,Dédouanée,154999.5,Non,5,,Casablanca,Automatique,12 CV,250000.0
Duster,6,2019,Dacia,WW au Maroc,92499.5,Non,,Diesel,Casablanca,Manuelle,,210000.0
Dokker,,2019,Dacia,WW au Maroc,104999.5,,5,,Casablanca,Automatique,8 CV,175000.0
Polo,Excellent,2013,Volkswagen,,194999.5,,,Diesel,Casablanca,Automatique,,178000.0
TIPO,,2019,Fiat,,104999.5,,,Diesel,Casablanca,,6 CV,119000.0
Rio,Très bon,2019,Kia,WW au Maroc,67499.5,Non,5,,Oujda,Manuelle,6 CV,98000.0
Tepee,Excellent,2015,Peugeot,WW au Maroc,164999.5,Oui,5,Diesel,Casablanca,nan,,132000.0
Renegade,Très bon,2019,Jeep,WW au Maroc,92499.5,Oui,5,,Casablanca,Manuelle,6 CV,130000.0
Q5,Excellent,2019,Audi,WW au Maroc,62499.5,Non,5,Diesel,Casablanca,,6 CV,115000.0
Clio,Très bon,2020,Renault,WW au Maroc,72499.5,Oui,5,Diesel,Casablanca,,6 CV,188000.0
C3,Très bon,2019,Citroen,WW au Maroc,184999.5,Non,5,Diesel,Rabat,,8 CV,475000.0
220,Excellent,2009,Mercedes-Benz,Dédouanée,274999.5,Non,5,Diesel,Fès,,6 CV,107000.0
Clio,Excellent,2001,Renault,WW au Maroc,124999.5,Non,5,Diesel,Mohammedia,,6 CV,110000.0
Punto,Très bon,2011,Fiat,WW au Maroc,134999.5,Oui,5,Diesel,Casablanca,,9 CV,150000.0
Dokker,Très bon,2015,Dacia,WW au Maroc,47499.5,Non,,,Casablanca,Manuelle,8 CV,38000.0
range_rover_vogue,Excellent,2016,Land Rover,Importée neuve,87499.5,Oui,5,Diesel,Casablanca,Manuelle,,74000.0
A3,6,2007,Audi,Pas encore dédouanée,2499.5,Non,5,Diesel,Salé,,6 CV,110000.0
Classe E,,2000,Mercedes-Benz,Dédouanée,27499.5,,,Diesel,Casablanca,Automatique,,590000.0
Cayenne,Excellent,2016,Porsche,Importée neuve,97499.5,Oui,5,Diesel,Meknès,,8 CV,110000.0
GOLF 7,6,2016,Volkswagen,Dédouanée,184999.5,Non,5,Diesel,Casablanca,Automatique,,57000.0
GOLF 7,6,2018,Volkswagen,Importée neuve,87499.5,Non,5,,Meknès,Automatique,11 CV,560000.0
TIPO,Très bon,2020,Fiat,WW au Maroc,87499.5,,5,Diesel,Meknès,Automatique,,260000.0
Kangoo,Bon,2017,Renault,,22499.5,,,Diesel,Casablanca,Automatique,,330000.0
Q5,Excellent,2009,Audi,Dédouanée,224999.5,Non,5,,Settat,Manuelle,5 CV,103000.0
Qashqai,Excellent,2022,Nissan,WW au Maroc,17499.5,Non,5,Diesel,Rabat,,7 CV,67000.0
i 10,,2012,Hyundai,,164999.5,,,Diesel,Marrakech,Automatique,,140000.0
Santa Fe,Excellent,2014,Hyundai,WW au Maroc,77499.5,Oui,5,,Casablanca,Manuelle,6 CV,230000.0
309,Bon,1992,Peugeot,WW au Maroc,2499.5,Non,5,nan,Casablanca,,6 CV,65000.0
Caddy,Très bon,2021,Volkswagen,Importée neuve,27499.5,Oui,5,Diesel,Casablanca,Automatique,,185000.0
X6,,2008,BMW,WW au Maroc,224999.5,Non,5,,Mohammedia,Manuelle,8 CV,15000.0
Touran,Très bon,2012,Volkswagen,Dédouanée,154999.5,Non,5,Diesel,Tanger,,8 CV,416000.0
